tune_id,name,alias
11744,Marshmallows,"['Aches Of Aloe, The', 'Althaea Officinalis', 'Banish Marshmallow', 'Blakes Of Barrow, The', 'Cakes Of Tallow, The', 'Fakes Of Harlow, The', 'Flake Of Sparrow, The', 'Get Your Own Marrow To Mash', 'He Spake In Gallo', ""Hen's Marshmallow, The"", 'I Buried My Wife And Danced On Top Of Her Marshmallow', 'I Rastrelli Di Malo', ""In Lakes I'll Wallow"", 'Lake Of Bala, The', 'Lakes Of Marrow, The', 'Licks Of Rollo, The', 'Makes Of Harrow, The', 'Mall Has Worms', 'Mallow March', 'March Of The Mallow, The', 'Marsh Mallow, The', 'Marsh Mallows', 'Marshmallow, The', 'Mash My Marrow', 'Mash Your Marrow', ""Mellow Cheese O'Mallow"", 'Midsomer Marshmallows', ""Miss Marsh's Who Doth Wallow In Her Sorrow"", ""Paddy Fahy's No. 81"", 'Racks Of Mellow, The', 'Rates For Bellows, The', 'Reeds And Bellows', 'Reeds Are Hollow', 'Reeks Of Mallow, The', 'Ricks Of Morrow, The', 'Rocks Of Milieu, The', 'Rooks On Gallows, The', ""S'mores"", 'Shakes Of Farlowe, The', 'Sheikhs Of Jarrow, The', ""Small's Ham Row"", 'Stakes Of Skaro, The', 'Titchmarsh Mallow, The', 'To Rake The Fallow', 'Wakes Of Tarot, The', 'Works Of Marlow, The', 'Works Of Marlowe, The', 'Wrecks In Shallows, The']"
11746,La Roulante,"['L.N.B. Polka', 'L.N.B. Polka, The', 'L.N.B., The', 'LNB Polka', 'LNB Polka, The', 'LNB, The']"
11748,Molly's,"['Three Sisters Reels #1, The', 'Three Sisters Reels No. 1, The', 'Three Sisters Reels, The', 'Three Sisters, The']"
11751,Saint Catherine,"[""My Lord Cutt's Delight"", 'Rigaudon', 'St Catherine', 'St Katherine', ""St. Catherine's Rigaudon""]"
11754,6-8 Du Petit Sarny,"['6/8 Du Petit Sarny', 'Six-Huit Du Petit Sarny']"
11755,Bridget's,"['Three Sisters Reels #2, The', 'Three Sisters Reels No. 2, The', 'Three Sisters Reels, The', 'Three Sisters, The']"
11756,A Favourite Duet By Mr Holmes,"['A Favourite Duet By Mister Holmes', 'A Favourite Duet By Mr. Holmes']"
11759,Maggie's,"['Three Sisters Reels #3, The', 'Three Sisters Reels No. 3, The', 'Three Sisters Reels, The', 'Three Sisters, The']"
11764,"Balmoral Schottische, The","['Balmoral, The']"
11765,Big Snugs,"[""Big Snug's""]"
11767,"Listen Maudie, The Burren Wind Plays My Fiddle","['Burren Wind, The', 'Listen Maudie']"
11770,"Night We Had Bears, The","['Bears', 'Night We Had The Bears, The']"
11771,Niel Gow's Lamentation For James Moray Esq. Of Abercairny,"['Lament For James Moray Of Abercaney', 'Lamentation For James Moray Of Abercarney', ""Neil Gow's Lament For Abercairny"", ""Neil Gow's Lament For James Moray Of Abercarney"", ""Neil Gow's Lamentation"", ""Neil Gow's Lamentation For Dr. Moray"", ""Neil Gow's Lamentation For James Moray"", ""Neil Gow's Lamentation For The Death Of James Moray Of Abercairny"", ""Niel Gow's Lament For Dr. Moray"", ""Niel Gow's Lament For Dr. Moray Of Abernathy"", ""Niel Gow's Lament For James Moray Of Abercairney"", ""Niel Gow's Lament For The Death Of James Moray Of Abercairny"", ""Niel Gow's Lamentation For Abercairney"", ""Niel Gow's Lamentation For Abercarney"", ""Niel Gow's Lamentation For Doctor James Moray, Esq. Of Abercairny"", ""Niel Gow's Lamentation For James Moray"", ""Niel Gow's Lamentation For James Moray Esquire Of Abercarney"", ""Niel Gow's Lamentation For James Moray Of Abercairney"", ""Niel Gow's Lamentation For James Moray Of Abercairny"", ""Niel Gow's Lamentation For James Moray, Esq., Of Abercarney"", ""Niel Gow's Lamentation For Jas Moray Esqr. Of Abercarney""]"
11773,When Wars Alarmes,"[""When War's Alarms""]"
11775,Round Mid-day,"[""'Round Midday"", 'Round Mid Day', 'Round Midday']"
11776,"Old Torn Petticoat, The","['Well Worn Petticoat, The']"
11778,St Patrick's Cathedral,"[""Saint Patrick's Cathedral"", ""St. Patrick's Cathedral""]"
11781,"Cross At The Wood, The","['Cross In The Wood, The']"
11782,Trip To Brighton,"['A Trip To Brighthelmstone', 'A Trip To Brighton', 'Trip To Brighthelmstone', 'Trip To Brighthelmstone, The', 'Trip To Brighton, The', 'Trips To Brighthelmstone', 'Trips To Brighton']"
11785,Donald MacLean's,"['Donald MacLean', 'P/M Donald MacLean', 'Pipe Major Donald MacLean', 'PM Donald MacLean', 'PM Donald MacLean Of Lewis', ""PM Donald MacLean's""]"
11786,"Alexander MacAskill Of Bernera, Harris",['Alexander MacAskill Of Berneray']
11787,"Worcester, The","['Lakeside Road, The', 'New Bridge', 'Paddy Mack', 'Padraig Mac Conmara', 'Shippool Castle', 'Worcestershire, The']"
11794,Donald MacLean,"[""Donald MacLean's""]"
11796,Les Filles De Mon Pays,"['Adieu Les Filles', 'Les Jolies Filles De Mon Pays']"
11798,Me Mother Won't Let Me Marry,"[""Daddy Won't Let Me Marry"", ""Me Daddy Won't Let Me Marry"", ""Mother Won't Let Me Marry"", ""My Daddy Won't Let Me Marry"", ""My Mother Won't Let Me Marry""]"
11799,Grassy Road,"['Grassy Road, The']"
11801,Munlochy Bridge,"[""Dh'ith Na Coinna Maragan"", ""Gun D' Dhiùlt Am Bodach Fodar Dhomh"", ""I'll Hap Ye In My Petticoat"", ""I'll Hap Ye In My Plaidie"", 'Ith Na Coin Na Maragan', 'Leith Wynd', 'Munlochie Bridge', 'Munlocky Bridge', ""O Dh'ith Na Coin Na Maragan"", 'O Dhiùlt Am Bodach Fodar Dhomh', ""Sir Harry's Welcome Home"", ""Tha M'inntinn Raoir A-nochd 's A-raoir""]"
11815,Grind Hans Jässpôdspolska,"['Banquet Polska After Grins Hans', 'C E G', 'C I G', 'Grinds Hans Jässpösspolska', 'Grins Hans Jässpôdspolska', 'Jässpôdspolska Efter Grins Hans']"
11817,Lemmy Brazil's,"[""Lemmy Brazil's #2"", ""Lemmy Brazil's No. 2""]"
11818,Matt Hayes',"[""Matt Hayes' No. 1""]"
11825,Soft Horse,"['Soft Horse, The']"
11826,Matt Hayes',"[""Matt Hayes' No. 2"", ""Matt Hayes's""]"
11827,Valse-Clog De Joseph Guilmette,"['La Lancette', 'Ottawa Valley', 'Ottawa Valley, The', 'Valse Clog', 'Valse Clog Guilmette', 'Valse-Clog Guilmette', 'Waltz Clog Guilmette', 'Waltz-Clog Guilmette']"
11832,"Swiss Boy, The","['Merry Swiss Boy, The', 'Swiss Air']"
11839,"Fairy Hurlers, The","[""Walsh's Favourite""]"
11845,"Turriff Schottische, The",['Turiff Schottische']
11854,"Noose In The Ghillies, The","['Noose And The Ghillie, The', 'Noose And The Ghillies', 'Noose And The Ghillies, The', 'Noose And The Gillies, The']"
11859,Maid Of The Mill,"['Maid Of The Mill March, The']"
11860,Maid Of The Mill,"['Maid Of The Mill, The']"
11864,Jiga De Xosé Ferreirós,"['Jiga De Xosé V. Ferreirós', 'Jiga Misteriosa Y Maravillosa!', ""Xosé V. Ferreirós's"", ""Xosé Vincente Ferreirós's""]"
11866,Bill Of Rights,"['Poke-A-Billy', 'Polka-Billy']"
11868,Trip To The Quarry,"['A Curious Denis Murphy', 'A Trip To The Quarry', 'Trip To The Quarry, The']"
11869,Schottische From Havero,"['Schottis Från Härjedalen', 'Schottis Från Haverö', 'Sick-Sack Schottis', 'Zig-Zag Schottishe, The']"
11871,Mominette,"['French Schottische', 'Glorystrokes', 'New French Schottische', 'Plane Tree, The', 'Plian Tree, The', 'Schottische A Bethanie', 'Scottish A Bethanie']"
11872,Compliments To Sean Maguire,"[""Brendan Mulvihill's Compliments To Sean Maguire""]"
11874,"Magic Of The Cup, The","[""Motson's Favourite""]"
11875,Martin McCabe's,"[""Martin McCabe's Hornpipe""]"
11877,"Spotted Cow, The",['An Bo Breac']
11880,"Snowdrop Polka, The","['Snow Drop Polka, The', 'Snowdrop', 'Snowdrop, The']"
11883,"Snipe, The","['Snipe, The']"
11884,"King Of Meenasillagh, The",['Rí Mhín Na Saileach']
11893,Maarein,['Maarein #1']
11894,Maarein,['Maarein #2']
11898,Lang Shift,['Lang Shift 2']
11901,"Humours Of Ballinamult, The","['Irish Pelt', 'Irish Pelt, The', ""Jackson's Sport"", 'Prátaí Dearga Is Bláthach']"
11903,Yannick's Gavotte,"[""Yannick's""]"
11905,An Draigheann,"['Blackthorn, The']"
11907,Blue Riband,"['Bouree', 'Bourrée à Deux Temps', 'Le Ruban Bleu', 'Ton Ruban Bleu']"
11909,A Jig For Bernie,['A Tune For Bernie']
11912,Brother Gildas',['Brother Gildas']
11913,Brother Gildas',"[""James Bourke's""]"
11915,"Butterclout, The","['Butter Clout, The']"
11917,"March Of 1981, The","[""Paddy O'Brien's March, Fogarty's Surprise""]"
11918,Grandmother's,"[""Grandmother's Dance"", 'La Bell Catherine', 'La Belle Catherine', 'Sheepshearing']"
11919,Grandfather's,"[""Grandfather's Dance"", ""Grandfather's Tune"", 'Sheep Shearing', 'Sheepshearing']"
11922,In And Out The Windows,"['Early In The Morning', ""Geordie's Penker"", 'Go In And Out Of The Windows', 'Go In And Out The Window', 'Go Round And Round The Valley', ""Goin' In And Out The Window"", 'Going In And Out The Window', 'In And Out The Window', 'Maid Of The Mountain', 'Maid Of The Mountain Glen', 'Mary From The Mountain Glen', 'Mary Of The Mountain Glen', 'My Mother Said I Never Should Play With The Gypsies In The Wood', 'My Mother Said I Never Should, Play With The Gypsies In The Wood', ""Wee Johnny's Lost His Marble""]"
11928,Click Go The Shears,['Strike The Bell']
11929,Äppelbo Gånglåt,"['Äppelbo Walking Tune', 'Äppelbolåten', 'Gånglåt Från Äppelbo', 'Lament For Llig', 'Swedish Walking Tune']"
11930,Calon Lan,['Blaenwern']
11931,'G Iomain Nan Gamhna,"[""'G Ioman Nan Gamhan 's Mi Muladach"", 'Tending The Steer', 'Tendir The Steer... With A Heavy Heart']"
11936,Peter Barnes,"[""Peter Barnes'""]"
11942,John Kelly's College Groves,"['College Groves', 'College Groves, The']"
11944,"Gandy Dancer, The","['Gandy Dancers', 'Gandy Dancers, The']"
11945,"Bridge Of Athlone, The",['Droichead Átha Luain']
11946,O'Keefe's,"[""O'Keeffe's""]"
11953,"Loom, The","['Tommie Potts (his Spelling)', ""Tommy Potts'"", ""Tommy Potts' Hop"", ""Tommy Potts' Slip""]"
11954,Lauren McKowen's,"[""Lauren McCowan's"", ""Miss Lauren McKowen's""]"
11955,Puer Mon Cuer,"['Pur Mon Cuer', 'Pure My Heart']"
11956,Alasdair's,"[""Alistair's""]"
11957,"Dunning-Kruger Effect, The","['Dunning Kruger Effect, The']"
11964,Tommy Maguire's,"['In Memory Of McKeigue', ""Tommy Maguire's #4""]"
11966,Lough Isle Castle,"['Lough Island Castle', 'Loughisle Castle', 'Seán Sa Cheo']"
11967,"Old Peat Road, The",['Da Auld Peat Röd']
11969,"Old Man With Three Thumbs, The","['Bodach Na Tri Ordagan', 'Bodach Nan Tri Ordagan', 'Loch Glassie']"
11970,Flinn,"[""O'Flinn"", ""O'Flynn"", ""Planxty O'Flinn"", ""Planxty O'Flynn""]"
11978,Bridgie Con Matt's,"[""Bridgie Con Mat's"", ""Julia Clifford's""]"
11982,Mickey Mor Doherty's March,"['Cailin Dub Na Eadaig Gorm', 'Cailín Dubh Na Eadaig Gorm', 'Dark Girl Dressed In Blue', 'Dark Girl Dressed In Blue, The', ""Mickey 'Mór' Doherty's March"", ""Mickey Mor's March"", ""Mickey Mórs' March"", 'Pumpkin Head', 'Pumpkinhead', 'Punkin Head']"
11985,Sillocks And Tatties,['Sillocks An Tatties']
11987,"Hollyford, The","['Rambling Pitchfork, The', 'Sliabh Russell']"
11988,Da Peerie Hoose Under Da Hill,['Da Peerie House Under Da Hill']
11989,An Mhallaidh Gharbh,['An Mhallaidh Gharbh Highland Fling']
11990,Miss Fiona Mitchell's,['Miss Fiona Mitchell']
11993,"Mak A Kishie Needle, Dye",['Mak A Kishie Needle Dye']
11999,Cradle Song,"['Cradle Song, The']"
12000,Da Smugglers,"['Smugglers', 'Smugglers From Holland, The']"
12001,Road To The River,"[""Logier's""]"
12003,Da Nippin Grund,['Da Nippin Ground']
12008,Shelder Geo,"['Shalder Geo', 'Sheldor Geo']"
12014,Victoria Valse,"['Exhibition, The', 'Kelso Hiring Fair', 'Kelso Hiring Fair, The', ""Mrs. Kenny's"", ""Speakin', The"", 'Speaking, The', 'Victoria Valse, The', 'Victoria, The']"
12022,Mary Prentice's,"[""Bobby Jack's Compliments To Mary Prentice""]"
12025,"Blackbird From Clough, The","['Blackbird Frae Clough', 'Blackbird Frae Clough Highland Fling, The', 'Blackbird Frae Clough, The', 'Blackbird From Clough March, The']"
12029,Carnegie's Welcome To Scotland,"[""Carnegie's Welcome To Scotland March""]"
12030,Kendal Ghyll,"['Candle Ghyll', 'Candle Gill', 'Kendall Ghyll']"
12040,Benort Da Daeks O' Voe,"[""Be Nort Da Deks O' Voe"", ""Benorth Da Dykes O' Voe""]"
12041,"Trip To Cartmel, The",['Trip To Cartmell']
12042,Ahint Da Daeks O' Voe,"['Ahint Da Daeks O Voe', ""Ahint Da Deakes O' Voe"", 'Ahint Da Dykes O Voe', ""Ahint Da Dykes O' Voe"", ""Da Daeks O' Voe"", ""Da Dykes O' Voe"", ""Da Dykes O'Voe""]"
12046,Snee Da Neburd,"['Snae Da Neburd', 'Snee Da Neebird']"
12048,"Golden Vale, The","['Gleann An Oir', 'Golden Vein', 'Golden Vein, The']"
12049,Bang Up,['Bang Upp']
12052,From Scotia's Shores We're Noo Awa',"[""From Ireland's Shores We're Now Away""]"
12054,Murder Of McBriars,"[""McBriars' March"", 'Murder Of Mcbriars, The']"
12058,Rothiemurchus Rant,"[""Grant's"", 'Rathiemurchus Rant', 'Rochiemurchus Rant', ""Rothe Murchus's Rant"", 'Rothemurchus Rant', ""Rothermish's Rant"", ""Rothermurche's Rant"", 'Rothermurches Rant', 'Rothiemuchus Rant', 'Rothiemurcas Rant', 'Rothiemurchas Rant, The', ""Rothiemurchus' Rant"", 'Rothiemurcus Rant', ""Rothiemurcus' Rant""]"
12059,"Siena, The","['Siena Waltz, The']"
12063,George Peoples',"[""Joe Cassidy's""]"
12067,Soren's,['Sörens Vals']
12068,Dick Tobin's,"['Black Mill, The']"
12071,My Nannie O,"['Joy Of London-Derry, The', 'Joy Of Londonderry, The', 'London Derry', 'My Nanie O', ""Nanny O'"", 'Over The Hill To My Nanny Oh!', 'Over The Moor To My Nanny']"
12074,Mike Saunders',"[""Mike Saunder's"", 'Mike Saunders', ""Mike Saunders' Tune""]"
12078,Balmoral,"['Balmoral March, The']"
12081,Jack The Lighthouse's,"[""Connell's Contribution"", ""Jack O'Connell's"", 'Jack The Lighthouse']"
12082,Rakes Of Invercairn,"[""Honourable Mrs. Maule's"", 'Linen Cap, The', 'Rakes Of Invercairn, The', 'Rakes Of Invercarney, The']"
12085,Judique Hall,"['Judique Hall, The']"
12090,Rose Mooney,"[""Rose Mooney's Highland Fling""]"
12091,Tuireadh Iain Ruaidh,"[""John Roy's Lament"", 'Lament For Red Iain', 'Lament For Red-haired Iain', 'Lament For Red-Haired John', ""Red John's Lament""]"
12093,Bonanza,"['Bonanza, The']"
12095,Ymdaith Rhosgadfan,"['Rhosgadfan March, The']"
12097,"Millers O' Cowdenbeath, The",['Millers Of Cowdenbeath  The']
12098,"Turks', The","[""Turk's March"", ""Turk's March, The"", 'Turks March', 'Turks March, The', ""Turks' March #1"", ""Turks' March No. 1""]"
12099,Sarie Marais,"[""N'Kosi Sikelele""]"
12100,"Clydesdale Lasses, The","['Clyde Side Lassies', 'Clydesdale Lassies, The', 'Clydeside Lasses, The', 'Clydeside Lassies, The', ""Micho Russell's""]"
12103,Mrs. Duffy's,['Mrs. Duffy']
12106,Work Of The Weavers,"[""Wark O' The Weavers"", ""Wark O' The Weavers, The""]"
12107,Bonny Breast Knot,['Bonny Breast Knot']
12109,Bodaich Bheaga Abriachan,"['Bodaich Bheag Abriatheachain', ""Ca' The Stirks Frae Out The Corn"", 'Little Old Men Of Abriachan', 'Little Old Men Of Abriachan, The', 'Old Men Of Abriachan']"
12110,John Joe Harnett's,"[""John Joe Hartnett's"", ""Moss Murphy's""]"
12112,"Broken Gold Ring, The",['Nimble Fingers']
12114,"Beer Barrel Polka, The","['Beer Barrel, The', 'Roll Out The Barrel']"
12121,Watchmaker's Cloth,"[""Watchmaker's Cloth, The""]"
12124,"Old Hag In The Corner, The","['Cannon Ball, The', 'Hare In The Corn, The']"
12125,"Log Driver's, The","['Log Drivers', 'Log Drivers, The', ""Log Drivers'""]"
12126,"Swift, The","['Il Rondone', 'Perigoldino']"
12128,"Log Drivers', The","['Log Drivers, The']"
12129,Aarne Tarvaisen's,['Aarne Tarvaisen Masurkka']
12131,"Blooms O' Bon-Accord, The","[""Blooms O' Bon Accord, The"", 'Blooms Of Bon-Accord, The', ""Cocker's Roses""]"
12136,Queen's,"[""Queen's Jigg""]"
12138,"Streams Of Kilnaspig, The","['Streams Of Killinaspick, The', 'Streams Of Kilnaspig (#173), The']"
12139,Let Me In This Ae Night,['O Let Me In This Ae Night']
12140,Inver Lasses,"['Inver Lassies', 'Sir George MacKenzie']"
12142,Trip To Toronto,"['Trip To Toronto, The']"
12143,"Flitch Of Bacon, The","['An Taobh Muiceoil', ""Flitch O' Bacon, The""]"
12150,"Humours Of Giulia, The","['Humors Of Giulia, The']"
12152,Tamerack'er Down,"[""Tamarack 'er Down"", ""Tamarack'er Down"", ""Tamerack'er Down""]"
12153,Sandy MacIntyre's,"[""Sandy MacIntyre's""]"
12154,Francis Beaton's,['Francis Beaton']
12162,Anne McQuarrie's,"['Ann MacQuarrie', ""Ann MacQuarrie's"", 'Anne MacQuarrie', ""Anne MacQuarrie's""]"
12163,Princess Florence's,['Princess Florence']
12164,Willie Fraser's,['Willie Fraser']
12166,Mickey Duggan,"[""Pádraig  O'Keeffe's""]"
12168,Manga Takk,"['Mang Atakk', 'Mangatakk']"
12169,A Lament For A Friend,"['A Lament For Bill Martin', 'A Lament For Billy', 'A Lament For The Loss Of A Friend']"
12170,Maurice Duncan's Trip To Ballycastle,"[""Maurice Duncan's March To Ballycastle""]"
12173,Baitheadh Bhrioclais,"['Báitheadh Bhruclais', 'Bruckless Drowning, The', 'Drowning At Bruckless, The', ""Kitty Sheain's""]"
12174,Swedish,"[""Thomas's"", ""Tomas's""]"
12179,Ladar Mor A'Chogain,"['Atlantic Ocean, The', 'Big Ladle Of The Cog, The', ""Ladar Mor A' Ghogain""]"
12192,Bonny North Tyne,"['Bonny North Tyne, The']"
12193,Laden Sack,"['Sach Lwythog', 'Walts Y Sach Lwythog']"
12195,Bulock's Hornpipe,"['Auld Eage And Young Never Grees The Gither', ""Bullock's"", ""Bullock's Hornpipe"", ""Bulock's"", 'Old Age And Young']"
12197,Lady Of The Lake,"['Lady Of The Lake Schottische, The']"
12198,Big Dan O'Mahony,"[""Big Dan O' Mahony"", ""Big Dan O'Mahony's""]"
12199,Forester's,"['Forester', 'Forester, The', ""Forester's Clog"", ""Forester's Clog, The"", ""Forester's, The"", 'Foresters Clog', ""Foresters' Clog, The"", ""Foresters', The"", 'Greenfields', 'Greenfields, The']"
12203,Linkumdoddie,"['Blue Britches', 'Link Him Doddie', 'Linkum Doddie']"
12204,"English Pasby, The","['English Paspy, The', 'English Passepied, The']"
12206,Up To Moville,"['Moville Highland Fling, The']"
12207,Barrington,"['Barrington, The']"
12208,"Irish Hero, The","['Blakeney Forever', 'Irish Hero Or Blakeney Forever, The']"
12211,Jenn And Anthony's Wedding Day,"[""Jenn & Anthony's"", ""Jenn & Anthony's Wedding"", ""Jenn And Anthony's""]"
12215,Rolling Off The Log,['Rolling Off A Log']
12216,Donald Maclean's,['Donald MacLean']
12217,Mr Preston's,"['Cheshire Round, The', ""Mr Preston's Hornpipe""]"
12221,Mr Keys,['Mr. Keys']
12226,"Big Egg, The","['Egged Wig, The', 'Ŵy Fawr', 'ŵy Mawr']"
12229,Caledonia's Wail For Niel Gow,"['A Lament For The Loss Of Niel Gow', 'Caledonia Laments The Loss Of Niel Gow, A Favourite Minstrel', 'Caledonia Wails For Neil Gow', 'Caledonia Wails For Niel Gow', 'Caledonia Wails For Niel Gow, Her Favourite Minstrel', ""Caledonia's Wail For Neil Gow"", ""Caledonia's Wail For Niel Gow Her Favourite Minstrel"", ""Caledonia's Wail For Niel Gow, Her Favourite Minstrel"", ""Caledonia's Wails For Neil Gow"", ""Caledonia's Wails For Niel Gow"", 'Caoidh Na H-Alb Airson Neill Ghobha', ""Caoidh Na H'Alba' Airson Nial Gobha""]"
12230,"Bonney Miller, The","['Bonny Miller', 'Bonny Miller, The']"
12231,Jetty Howley's,"[""Jetty Howley's #2"", ""Jetty Howley's No. 2""]"
12232,Shputnik In Glenshiel,['Sputnik In Glensheil']
12233,Ellen O'Leary's,"[""Ellen O'Learys""]"
12234,Julia Clifford's,"[""Art O'Keeffe's"", 'Hare In The Corn, The', 'Maulykeavane, The', 'Port Mholl Uí Chíobháin']"
12236,Sweet Is The Name Of Peggy,"['Sweet Peggy', ""Sweet's The Name Of Peggy""]"
12237,Tumble The Tinker,"[""Dermot Byrne's""]"
12241,Whittle Dene,"['Whittle Dean', 'Wittle Dean']"
12243,Corriga Grove,"[""Miss Doyne's Fancy""]"
12246,Duvil's,"[""Duvil's Highland Fling"", ""Duvil's Hornpipe""]"
12247,Waverley Steps,['Holyrood House']
12248,Castlebay Scrap,['Castle Bay Scrap']
12254,"New Way To Miltown, The","['New Way To Milton', 'New Way To Milton, The']"
12257,Midlothian,['Mid Lothian']
12258,Lord Frog And Lady Mouse,"['Cocki Mi Chari Chi', 'Cocky Mi Chari, She', 'Great Lord Frog And Lady Mouse', 'Great Lord Frog, And Lady Mouse', 'Lord Frog', 'She Cocky Mi Chari']"
12262,Moll In The Wad,['Moll In The Wood']
12265,All Alive,"[""I'll Never Gan To The Dark Celler Ne Mair"", 'Lán Beodha']"
12266,"Old Man Of Jutland, The",['Second Alternate Tune For The Swedish Masquerade Dance']
12267,Mrs. Charles Stewart,"['Mrs Charles Stewart', ""Mrs. Charles Stewart's"", 'Mrs. Charlie Stewart']"
12269,Brudevalsen,"[""Bride's Waltz, The""]"
12270,"Quaker's Wife, The","[""Droney's"", ""Jim Droney's"", ""Merrily Danced The Quaker's Wife""]"
12271,A Jig For Jack,"['A Jig For Jack Hayes', ""For Jack's Sake"", 'Jig For Jack']"
12272,Swedish Masquerade,"['Svensk Maskerade', 'Tune For The Swedish Masquerade Dance']"
12274,Brustuens Avskjedsvals,"[""Brustuen's Departure""]"
12275,Danish Maskerade,"['Maskerade', 'Svensk Maskerade', 'Swedish Masquerade']"
12277,"Taylor's Measure, The","[""Tailor's Measure"", ""Tailor's Measure, The"", 'Taylers Measure', 'Taylers Measure, The']"
12278,"Rowan Tree, The","['Rowan Tree Highland Fling, The']"
12279,Paddy Carey,"[""Paddy Carey's"", 'Paidin Ua Ciarda', ""Queen's Welcome""]"
12280,Jimmy Duffy's Highland,"[""Jemmy Duffy's"", ""Jimmy Duffy's Highland Fling""]"
12282,Jackson's Rum Punch,"[""Jackson's Rum Toddy"", 'Puins Mhic Sheoin']"
12287,MacDugle's,"[""MacDagle's""]"
12289,"Killaloe Boat, The","['Miller Of Glanmire, The']"
12290,Shrewsbury Lasses,"['Shrewsbury Lasses, The']"
12292,"Barack Obama, The","['Obama, The']"
12303,"Lightning Flash, The","['An Lasairteinig', 'Piper In The Glen, The']"
12304,"Savages Of Roscommon, The","[""Savages' Two-Step, The""]"
12306,Aldridge's,['Aldridge']
12309,"Fiddle On The Wall, The","[""Larry Reynolds'""]"
12310,Little Man In A Fix,"['Bitte Mand I Knibe', 'Wee Man In A Pickle, The']"
12311,"Pudding, The",['Pudding Polka No 1']
12313,An Dro St Nazaire,"['A St Nazaire', ""A St Nazaire Vient D'arriver""]"
12318,Jimmy McNelis's Highland,"[""Jimmy McNelis's Highland Fling""]"
12321,Mrs Webster,['Mrs. Webster']
12322,"Rakes Of Drumlish, The","['Rakes Of Drummlish, The']"
12323,One More Dance And Then,"['One More Dance And Then ...', 'One More Dance And Then...']"
12325,Why So,"['Twin, The', 'Why So ?']"
12327,Jerry Holland's,"[""Jerry Holland's Fiddle"", ""Jerry's Fancy""]"
12329,Cahan O'Hara,"['Caṫáin Ó Héaġra', ""Kean O'Hara"", ""Keane O'Hara"", ""Kian O'Hara""]"
12330,Clach Na Cudain,"['Clach Na Cuddin', 'Clachnacuddin', 'Stone Of The Tubs']"
12333,Murphy's Weather Eye,['An Inverness']
12336,Miss Christina Stewart,"['Miss Stewart Of Bombay', 'Miss Stewart, Bombay', ""Miss Stewart's Jig - Of Bombay""]"
12337,Newlyn,['Plethen Newlyn']
12350,Mademoiselle Kennedy,['Mamzelle Kennedy']
12353,Crowley's,"[""Crowley's No.1""]"
12371,Mrs. Menzies Of Culdares,"['Miss Menzies Of Culdare', 'Miss Menzies Of Culdares', 'Mrs. Menzies Of Culdare']"
12375,"Cross, The",['Da Cross']
12389,"Dolphin, The","['Dauphin, The']"
12392,Prayer,"['Prayer, The']"
12393,Donachd Head,['Donacht Head']
12396,An Damez Kohz,['An Damez Kozh']
12397,Chinese Breakdown,['Chinese Rag']
12398,Drakskeppet,"['Dragonship, The']"
12402,Mungo Kelly's,['Mungo Ó Ceallaigh']
12405,A Trip To Mabou Ridge,"['Bonnie Lass Of Scotland', 'Trip To Mabou Ridge', 'Trip To Mabou Ridge March']"
12406,Maurice Lennon's Tribute To Larry Reynolds,"['A Tribute To Larry Reynolds', 'Tribute To Larry Reynolds']"
12407,Eoin's,"[""Eoin's #1"", ""Eoin's No. 1"", 'Polca Eoin']"
12408,Eoin's,"[""Eoin's #2"", ""Eoin's No. 2""]"
12410,Barrel Rafferty's,"[""Tommy Gaffey's""]"
12415,Wooed And Married And A',"['Marry Them All', 'Whistling Thief, The', ""Woo'd An' Married An' Aa""]"
12418,Connolly's Ale,"[""Connelly's Ale""]"
12419,John MacFadyen Of Melfort,"['John MacFayden Of Melfort', 'John McFadyen Of Melfort', 'John McFayden Of Melfort']"
12425,Sorry I Am For What I Have Done,['Sorry I Am']
12431,Weepy Jamie,['Weepie Jamie']
12434,Monmouth,"['Monmouth, The', 'Pibddawns Trefynwy']"
12435,Miners,"[""Miner's, The"", 'Pibddawns Y Glowr']"
12446,"Cocoon, The",['Tripping Up The Stairs']
12447,Caoineadh Eoghain Rua,"['Caoineadh Eoghain Ruadh', 'Lament For Eoin Rhua, The', 'Lament For Owen Roe', ""Lament For Owen Roe O'Neill""]"
12452,Muneira De Celtcuban,['Muineira De Celtcuban']
12458,Joey Clement's,"[""Boyd's Cove Single #1""]"
12460,Coming From The Races,"[""Comin' Home From The Races"", 'Kiss Me']"
12461,Bride's,"[""Bride's Jig"", ""Bridget Maher's""]"
12466,"Green Blanket, The","['Chorus, The']"
12467,"Edenderry, The","[""Maura Connolly's #2""]"
12469,Hughie Wentzell's,"[""Hughie Wenzel's"", ""Hughie Wenzell's""]"
12474,Patrick Doherty's,"[""John Byrne's"", ""Patrick Doherty's #2"", ""Patrick Doherty's Barndances"", ""Patrick Doherty's No. 2""]"
12475,Paidín Ó Raifeartaigh,"['Old Jig #6', 'Paidin O Raifeartaigh']"
12481,Sydvest Brudemarch,['Sydvest']
12483,Who Stole The Miner's Hat?,"[""Miner's Hat, The"", ""Who Stole The Miner's Hat""]"
12488,Oswestry Wake,"['Dawns Croesoswallt', 'Gwylnos Croesoswallt']"
12491,Rookland Lasses,"[""Billy's"", 'Rookhope Lasses']"
12493,Kantara To El Arish,"[""Kantara To El'Arish""]"
